scenario,events,split_mode,base_distribution,background,base_info,background_info,event_infos,scenario_group,dataset,length
mean_shift+variance_shift,"mean_shift,variance_shift",train,ar,none,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([-0.70773058])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(830)], 'shift_magnitudes': [np.float64(4.787733176573247)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(243)], 'shift_magnitudes': [1.8604310297403797], 'wrapper_event_label': 'variance_shift'}]",shift_shift,train,1200
variance_shift,variance_shift,train,arma,single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([-0.31245224, -0.01438504]), 'ma_order': 2, 'ma_coefs': array([0.43293859, 0.15768789])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 12, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.0286327524721686)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(192)], 'shift_magnitudes': [1.5126745022152286], 'wrapper_event_label': 'variance_shift'}]",single_event,train,1200
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",train,ar,linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([-0.55455206,  0.20278706,  0.69632925])}","{'background': 'linear', 'slope': np.float64(0.0036199889769528877), 'intercept': 0.19013242194342983, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [631], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.0036199889769528877), 'intercept': 0.19013242194342983}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([551]), 'ends': array([707]), 'lengths': [156], 'magnitudes': [np.float64(5.240723159139038)], 'magnitude_strengths': [2.132119509923891], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,1200
collective_anomaly,collective_anomaly,train,white_noise,quadratic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.5948163514584036), 'quadratic_sign': np.int64(1), 'quadratic_location': 'center'}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([569]), 'ends': array([639]), 'lengths': [70], 'magnitudes': [np.float64(-1.5619045584815998)], 'magnitude_strengths': [1.6778471522843348], 'wrapper_event_label': 'collective_anomaly'}]",single_event,train,1200
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",train,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 5, 'ar_coefs': array([ 0.53280046, -0.82277976,  0.40124611,  0.09643901,  0.07393834]), 'ma_order': 2, 'ma_coefs': array([-0.79243011,  0.22911829])}","{'background': 'linear', 'slope': np.float64(0.004583283158440337), 'intercept': 0.4378523030109476, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(458), np.int64(1003)], 'shift_types': ['direction_and_magnitude_change', 'magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.004583283158440337), 'intercept': 0.4378523030109476}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([518]), 'ends': array([619]), 'lengths': [101], 'magnitudes': [np.float64(-4.455200361323456)], 'magnitude_strengths': [1.7831913983789818], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,1200
collective_anomaly,collective_anomaly,train,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 4, 'ma_coefs': array([ 0.44880252, -0.5831345 ,  0.32828306,  0.66782955])}","{'background': 'linear', 'slope': np.float64(0.0041470056945702325), 'intercept': 0.12845251670448876, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([713]), 'ends': array([806]), 'lengths': [93], 'magnitudes': [np.float64(2.2133639361064104)], 'magnitude_strengths': [1.5321678975308268], 'wrapper_event_label': 'collective_anomaly'}]",single_event,train,1200
mean_shift,mean_shift,train,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([-0.03688428, -0.38914149])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.004589379295489927), 'intercept': -0.37642292875967953, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.5044912629045686)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(572)], 'shift_magnitudes': [np.float64(3.55049023018004)], 'wrapper_event_label': 'mean_shift'}]",single_event,train,1200
mean_shift+trend_shift,"mean_shift,trend_shift",train,white_noise,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'single_seasonality+linear', 'slope': np.float64(-0.002368009760157295), 'intercept': -0.1749288332906911, 'seasonal_period': 12, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(1.1076333454757492)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(336)], 'shift_magnitudes': [np.float64(2.4321192882190856)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [583], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.002368009760157295), 'intercept': -0.1749288332906911}}]",shift_shift,train,1200
variance_shift+trend_shift,"variance_shift,trend_shift",train,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.29123566])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.004668458691300858), 'intercept': 0.33753134138171637, 'seasonal_period': 24, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.2522981448825556)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(384)], 'shift_magnitudes': [2.754500543022669], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [713], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.004668458691300858), 'intercept': 0.33753134138171637}}]",shift_shift,train,1200
variance_shift+trend_shift,"variance_shift,trend_shift",train,ma,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([-0.67492556,  0.62874939, -0.71128968])}","{'background': 'single_seasonality+linear', 'slope': np.float64(0.0036094106523871555), 'intercept': 0.3609085784819771, 'seasonal_period': 30, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(1.6821721891878405)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(540)], 'shift_magnitudes': [2.6176570995467747], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [609], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.0036094106523871555), 'intercept': 0.3609085784819771}}]",shift_shift,train,1200
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",train,white_noise,quadratic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.7131526149477803), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'left'}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 3, 'anomaly_indices': array([ 43, 201, 223], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([621]), 'ends': array([742]), 'lengths': [121], 'magnitudes': [np.float64(3.027383371576033)], 'magnitude_strengths': [1.7514016831078005], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,train,1200
mean_shift,mean_shift,train,ar,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([-0.83766273,  0.38698292,  0.66717295])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.0040128276240439294), 'intercept': -0.4649259611834009, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(2.975857057462428)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(208)], 'shift_magnitudes': [np.float64(5.445654502018245)], 'wrapper_event_label': 'mean_shift'}]",single_event,train,1200
variance_shift,variance_shift,train,ar,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.31480475])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.004642860068648958), 'intercept': 0.24900323144809233, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.2327207778979905)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(884)], 'shift_magnitudes': [2.0613959812486162], 'wrapper_event_label': 'variance_shift'}]",single_event,train,1200
trend_shift,trend_shift,train,ar,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.32199189])}","{'background': 'single_seasonality+linear', 'slope': np.float64(0.0032065700280637286), 'intercept': 0.329538960969036, 'seasonal_period': 12, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(1.2923371065421019)}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [577], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.0032065700280637286), 'intercept': 0.329538960969036}}]",single_event,train,1200
collective_anomaly,collective_anomaly,val,white_noise,quadratic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.7392095647203822), 'quadratic_sign': np.int64(1), 'quadratic_location': 'left'}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([227]), 'ends': array([271]), 'lengths': [44], 'magnitudes': [np.float64(-1.5775755300798395)], 'magnitude_strengths': [1.513683810050971], 'wrapper_event_label': 'collective_anomaly'}]",single_event,val,400
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",val,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 4, 'ma_coefs': array([-2.95391721e-02, -3.80146751e-01, -1.22044342e-01, -1.94911373e-04])}","{'background': 'linear', 'slope': np.float64(-0.012599982985156367), 'intercept': 0.030944066693872396, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(246), np.int64(293)], 'shift_types': ['magnitude_change', 'magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.012599982985156367), 'intercept': 0.030944066693872396}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([234]), 'ends': array([269]), 'lengths': [35], 'magnitudes': [np.float64(-2.1753772509807807)], 'magnitude_strengths': [2.288026383458137], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,val,400
mean_shift+trend_shift,"mean_shift,trend_shift",val,arma,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([ 0.30819575, -0.86879519,  0.13208617]), 'ma_order': 3, 'ma_coefs': array([ 0.4976065 , -0.48005218, -0.23430858])}","{'background': 'single_seasonality+linear', 'slope': np.float64(0.006725320959969009), 'intercept': 0.259854282286214, 'seasonal_period': 30, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(3.503791100750215)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(90)], 'shift_magnitudes': [np.float64(5.617096704625632)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [230], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.006725320959969009), 'intercept': 0.259854282286214}}]",shift_shift,val,400
no_event,none,val,ar,linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 5, 'ar_coefs': array([ 0.12483673, -0.09383334, -0.03578216,  0.05730142, -0.16533218])}","{'background': 'linear', 'slope': np.float64(-0.013066509792462964), 'intercept': -0.34363863623696866, 'seasonal_period': None, 'components': ['linear']}",[],no_event,val,400
variance_shift+trend_shift,"variance_shift,trend_shift",val,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 4, 'ar_coefs': array([-0.4360239 , -0.03492439,  0.85208633,  0.20627116]), 'ma_order': 5, 'ma_coefs': array([-0.57425506,  0.12512353, -0.80319252,  0.49992799,  0.31025755])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.008345657684037916), 'intercept': -0.11328060563448394, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.6187201384248564)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(312)], 'shift_magnitudes': [2.3339289287045455], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [173], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.008345657684037916), 'intercept': -0.11328060563448394}}]",shift_shift,val,400
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",val,white_noise,quadratic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.0997016535291078), 'quadratic_sign': np.int64(1), 'quadratic_location': 'center'}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([236]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([232]), 'ends': array([252]), 'lengths': [20], 'magnitudes': [np.float64(-1.9695352718899524)], 'magnitude_strengths': [1.6565542582008803], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,val,400
mean_shift,mean_shift,val,ar,linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([ 0.70937959, -0.17720057])}","{'background': 'linear', 'slope': np.float64(-0.012643158108596581), 'intercept': -0.05185597409192377, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(74), np.int64(325)], 'shift_magnitudes': [np.float64(3.6677302292617595), np.float64(5.918878657593179)], 'wrapper_event_label': 'mean_shift'}]",single_event,val,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",val,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([ 0.01547844, -0.83170261, -0.05744156]), 'ma_order': 3, 'ma_coefs': array([-0.08669168,  0.89912957,  0.1729589 ])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.00904787856336028), 'intercept': 0.1698115930942279, 'seasonal_period': 24, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.0178723680749444)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(144)], 'shift_magnitudes': [1.6133090869694913], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 3, 'anomaly_indices': array([250, 261, 322], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,val,400
mean_shift+trend_shift,"mean_shift,trend_shift",val,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.77561565]), 'ma_order': 1, 'ma_coefs': array([-0.28187918])}","{'background': 'linear', 'slope': np.float64(-0.008678734119774607), 'intercept': 0.4109425549385396, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(182)], 'shift_magnitudes': [np.float64(2.846820941658046)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(97), np.int64(208)], 'shift_types': ['direction_and_magnitude_change', 'magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.008678734119774607), 'intercept': 0.4109425549385396}}]",shift_shift,val,400
trend_shift,trend_shift,val,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 4, 'ar_coefs': array([ 0.27801063, -0.00538649, -0.15255616, -0.11962896]), 'ma_order': 1, 'ma_coefs': array([0.69120871])}","{'background': 'linear', 'slope': np.float64(-0.006689107193649044), 'intercept': 0.36206127275370514, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [236], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.006689107193649044), 'intercept': 0.36206127275370514}}]",single_event,val,400
variance_shift+trend_shift,"variance_shift,trend_shift",val,ar,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 4, 'ar_coefs': array([-0.52760419, -0.81918449, -0.39173217, -0.60734907])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.0053534718901020835), 'intercept': 0.4583237094321414, 'seasonal_period': 30, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.5510194886907989)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(150), np.int64(270)], 'shift_magnitudes': [2.625440435940745, 1.920376938282686], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [199], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.0053534718901020835), 'intercept': 0.4583237094321414}}]",shift_shift,val,400
no_event,none,val,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(0.01065982173658497), 'intercept': 0.3534644055065401, 'seasonal_period': None, 'components': ['linear']}",[],no_event,val,400
collective_anomaly,collective_anomaly,val,white_noise,none,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([204]), 'ends': array([239]), 'lengths': [35], 'magnitudes': [np.float64(-2.1920123698605787)], 'magnitude_strengths': [1.9292150161005566], 'wrapper_event_label': 'collective_anomaly'}]",single_event,val,400
mean_shift+variance_shift,"mean_shift,variance_shift",val,white_noise,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.014600678935473916), 'intercept': 0.23316568221395517, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.5871492146076962)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(216), np.int64(288)], 'shift_magnitudes': [np.float64(3.080303228421474), np.float64(1.8597766459797378)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(252), np.int64(336)], 'shift_magnitudes': [1.5532589249648974, 1.5028286458045168], 'wrapper_event_label': 'variance_shift'}]",shift_shift,val,400
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",val,white_noise,none,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 8, 'anomaly_indices': array([ 80, 193, 206, 233, 249, 362, 384, 398], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([194]), 'ends': array([246]), 'lengths': [52], 'magnitudes': [np.float64(-3.449322728948985)], 'magnitude_strengths': [2.394049048452056], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,val,400
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",val,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.35446033])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.014944721841394577), 'intercept': 0.10286242763985642, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.2492603245425473)}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 8, 'anomaly_indices': array([ 31,  39,  60, 164, 292, 307, 308, 368], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([188]), 'ends': array([217]), 'lengths': [29], 'magnitudes': [np.float64(4.065949386152365)], 'magnitude_strengths': [2.347548806041738], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,val,400
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",val,arma,quadratic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.56405122]), 'ma_order': 1, 'ma_coefs': array([0.53713927])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.3681823527529533), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(223)], 'shift_magnitudes': [2.9105377947665527], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([188]), 'ends': array([224]), 'lengths': [36], 'magnitudes': [np.float64(-3.933709464951215)], 'magnitude_strengths': [2.3563334501138105], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,val,400
mean_shift+trend_shift,"mean_shift,trend_shift",val,ar,linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 4, 'ar_coefs': array([-0.69148083,  0.21447942,  0.86438277,  0.36299481])}","{'background': 'linear', 'slope': np.float64(0.005746431800688763), 'intercept': 0.17619797595114384, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(125)], 'shift_magnitudes': [np.float64(4.507384709504772)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [205], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.005746431800688763), 'intercept': 0.17619797595114384}}]",shift_shift,val,400
no_event,none,val,white_noise,quadratic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.1238122561780253), 'quadratic_sign': np.int64(1), 'quadratic_location': 'left'}",[],no_event,val,400
variance_shift,variance_shift,val,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([-0.60140358,  0.04201327]), 'ma_order': 1, 'ma_coefs': array([-0.82694367])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.008184464632378832), 'intercept': 0.2700150161381071, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.6161571261056145)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(348)], 'shift_magnitudes': [2.4315469138562884], 'wrapper_event_label': 'variance_shift'}]",single_event,val,400
mean_shift+trend_shift,"mean_shift,trend_shift",val,white_noise,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.0038913406925047797), 'intercept': 0.4626033394471972, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.1231013086730721)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(144), np.int64(252)], 'shift_magnitudes': [np.float64(2.7557177559509487), np.float64(3.87991481776405)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [204], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.0038913406925047797), 'intercept': 0.4626033394471972}}]",shift_shift,val,400
