scenario,events,split_mode,base_distribution,background,base_info,background_info,event_infos,scenario_group,dataset,length
mean_shift+trend_shift,"mean_shift,trend_shift",ood_params,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.58177098])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.006747514817178786), 'intercept': 0.19552788321707704, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(2.1448938017062344)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [675], 'shift_magnitudes': [np.float64(4.645397249571402)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [622], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.006747514817178786), 'intercept': 0.19552788321707704}}]",shift_shift,ood_params,800
variance_shift,variance_shift,ood_params,ar,single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([-0.42394578, -0.80093543, -0.02789088])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 24, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.6984874629224482)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(336), np.int64(576)], 'shift_magnitudes': [2.9895377789566924, 2.332272093302925], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_params,800
collective_anomaly,collective_anomaly,ood_params,ar,quadratic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([ 0.51043645,  0.65891559, -0.35503437])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.2878646410975993), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center'}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([469]), 'ends': array([549]), 'lengths': [80], 'magnitudes': [np.float64(3.116019045957866)], 'magnitude_strengths': [2.244941262440157], 'wrapper_event_label': 'collective_anomaly'}]",single_event,ood_params,800
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_params,arma,none,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([0.70458516, 0.04755483]), 'ma_order': 3, 'ma_coefs': array([ 0.76015544,  0.15060324, -0.31087809])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [397], 'shift_magnitudes': [2.86648464359536], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([403]), 'ends': array([443]), 'lengths': [40], 'magnitudes': [np.float64(4.539925607659141)], 'magnitude_strengths': [2.239490671656257], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_params,800
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_params,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([-0.2742104 , -0.56818722])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.003271045321515501), 'intercept': -0.1337807129361458, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(0.8208245382989304)}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 7, 'anomaly_indices': array([ 12,  75, 145, 248, 394, 409, 794], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([105]), 'ends': array([152]), 'lengths': [47], 'magnitudes': [np.float64(1.716963599544185)], 'magnitude_strengths': [1.5786499013698791], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_params,800
no_event,none,ood_params,white_noise,none,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}",[],no_event,ood_params,800
collective_anomaly,collective_anomaly,ood_params,white_noise,single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 12, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.649662807667081)}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([416]), 'ends': array([535]), 'lengths': [119], 'magnitudes': [np.float64(-2.982130031116613)], 'magnitude_strengths': [2.450334726253326], 'wrapper_event_label': 'collective_anomaly'}]",single_event,ood_params,800
mean_shift,mean_shift,ood_params,ma,single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.87782624])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 24, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(0.9086396709624753)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [222], 'shift_magnitudes': [np.float64(2.2749115693362474)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_params,800
mean_shift+variance_shift,"mean_shift,variance_shift",ood_params,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([-0.00381883,  0.17896054])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.0046599650507508725), 'intercept': 0.3547284425750702, 'seasonal_period': 24, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.8095895741687675)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [109], 'shift_magnitudes': [np.float64(2.045304818340198)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [103], 'shift_magnitudes': [2.86706471153372], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_params,800
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_params,arma,quadratic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.48226184]), 'ma_order': 3, 'ma_coefs': array([ 0.25851017, -0.41237754, -0.16736103])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.1278052803787593), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [610], 'shift_magnitudes': [2.5412236973033346], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([715]), 'location': 'end', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_params,800
trend_shift,trend_shift,ood_params,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.73861864])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.0060971417350272825), 'intercept': -0.3920576603911258, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.6536197914633144)}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [161], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.0060971417350272825), 'intercept': -0.3920576603911258}}]",single_event,ood_params,800
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_params,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(-0.0022655305080760382), 'intercept': -0.14102112437035785, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'beginning', 'shift_indices': [np.int64(443), np.int64(583)], 'shift_types': ['direction_and_magnitude_change', 'direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.0022655305080760382), 'intercept': -0.14102112437035785}}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([124]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_params,800
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",ood_params,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 4, 'ar_coefs': array([ 0.26584642, -0.20239685, -0.43767199,  0.07182344]), 'ma_order': 2, 'ma_coefs': array([-0.85621194,  0.89536754])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.007209608705512283), 'intercept': 0.1412148099531224, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.5579007673185767)}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [357], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.007209608705512283), 'intercept': 0.1412148099531224}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay', 'decay'], 'num_anomalies': 2, 'location': 'none', 'starts': array([313, 658]), 'ends': array([390, 729]), 'lengths': [77, 71], 'magnitudes': [np.float64(-2.8438713001900777), np.float64(3.1466222624229507)], 'magnitude_strengths': [2.458170952754016, 2.1820962277576927], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_params,800
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",ood_params,ar,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.84252867])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.004228688640523316), 'intercept': -0.28334144178554965, 'seasonal_period': 24, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(2.579385247518841)}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [620], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.004228688640523316), 'intercept': -0.28334144178554965}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'end', 'starts': array([645]), 'ends': array([726]), 'lengths': [81], 'magnitudes': [np.float64(4.481573563897594)], 'magnitude_strengths': [2.2942789666033203], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_params,800
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",ood_params,ma,single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.00121201])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 52, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(0.9438519295337591)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [352], 'shift_magnitudes': [np.float64(1.475518734475575)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp', 'triangular'], 'num_anomalies': 2, 'location': 'none', 'starts': array([181, 371]), 'ends': array([238, 479]), 'lengths': [57, 108], 'magnitudes': [np.float64(1.6516119213570428), np.float64(2.084162120795798)], 'magnitude_strengths': [2.105404756347266, 2.4694241246391875], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_params,800
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_params,white_noise,single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.1698119087572354)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [620], 'shift_magnitudes': [2.6599705705850045], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([602]), 'location': 'end', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_params,800
mean_shift+variance_shift,"mean_shift,variance_shift",ood_params,ar,quadratic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([ 0.85288614, -0.45240184])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.562736927548985), 'quadratic_sign': np.int64(1), 'quadratic_location': 'left'}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [431], 'shift_magnitudes': [np.float64(4.052970824093181)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [321], 'shift_magnitudes': [2.0106676323399024], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_params,800
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_params,white_noise,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.006447756092620179), 'intercept': -0.37437907817322313, 'seasonal_period': 30, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.1748524736342576)}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [218], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.006447756092620179), 'intercept': -0.37437907817322313}}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([229]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_params,800
variance_shift+trend_shift,"variance_shift,trend_shift",ood_params,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([0.41409694, 0.55437441])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.00480479727913714), 'intercept': 0.34405917184439383, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.8937184167553758)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [179], 'shift_magnitudes': [2.787200582316567], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [236], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.00480479727913714), 'intercept': 0.34405917184439383}}]",shift_shift,ood_params,800
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_params,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([-0.12092977,  0.34010308, -0.34369879]), 'ma_order': 1, 'ma_coefs': array([-0.10932429])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.005730952424074953), 'intercept': 0.20607698217079462, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.502373112922018)}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 2, 'anomaly_indices': array([103, 698], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian', 'triangular'], 'num_anomalies': 2, 'location': 'none', 'starts': array([346, 619]), 'ends': array([445, 726]), 'lengths': [99, 107], 'magnitudes': [np.float64(2.7683622135480785), np.float64(-3.537988536354814)], 'magnitude_strengths': [2.24781474213912, 2.401414476051937], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_params,800
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_params,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.56880014]), 'ma_order': 1, 'ma_coefs': array([-0.20737983])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.0071708789690135), 'intercept': 0.15195094732339443, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(2.4703378648009267)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'beginning', 'shift_indices': [np.int64(444), np.int64(636)], 'shift_magnitudes': [2.3817509101421392, 2.50620765816943], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 3, 'anomaly_indices': array([357, 704, 763], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_params,800
variance_shift,variance_shift,ood_params,white_noise,none,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [126], 'shift_magnitudes': [2.82936694203445], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_params,800
variance_shift+trend_shift,"variance_shift,trend_shift",ood_params,ar,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([-0.13644136])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.003564955653228794), 'intercept': 0.018573156460619966, 'seasonal_period': 24, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.908695209364544)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [342], 'shift_magnitudes': [2.2897611074582183], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(288), np.int64(576)], 'shift_types': ['direction_and_magnitude_change', 'direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.003564955653228794), 'intercept': 0.018573156460619966}}]",shift_shift,ood_params,800
point_anomaly,point_anomaly,ood_params,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.45773403]), 'ma_order': 1, 'ma_coefs': array([0.0599029])}","{'background': 'linear', 'slope': np.float64(-0.0020516219564042557), 'intercept': -0.3772578541281121, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([663]), 'location': 'end', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,ood_params,800
variance_shift,variance_shift,ood_params,ar,none,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([ 0.81280552, -0.73681764])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(540), np.int64(642)], 'shift_magnitudes': [2.3631018803808983, 2.1096917726030555], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_params,800
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_params,white_noise,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.006635293870746424), 'intercept': -0.10625250791752872, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.2982285271219698)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'beginning', 'shift_indices': [np.int64(104), np.int64(624)], 'shift_magnitudes': [2.8666421529953174, 1.914991724387049], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([114]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_params,800
mean_shift+trend_shift,"mean_shift,trend_shift",ood_params,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([-0.18473722,  0.09197238])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.005042777682138097), 'intercept': -0.18355094137955452, 'seasonal_period': 30, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.8352665187451054)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [459], 'shift_magnitudes': [np.float64(2.222120198220829)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [410], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.005042777682138097), 'intercept': -0.18355094137955452}}]",shift_shift,ood_params,800
mean_shift,mean_shift,ood_params,ar,quadratic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([ 0.15659339, -0.66494005,  0.17084352])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.853176942125435), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'left'}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(89), np.int64(600)], 'shift_magnitudes': [np.float64(4.4345411867939974), np.float64(4.129496646828938)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_params,800
no_event,none,ood_params,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.30130362]), 'ma_order': 1, 'ma_coefs': array([0.51978407])}","{'background': 'linear', 'slope': np.float64(0.004676964290066996), 'intercept': -0.19141156513743407, 'seasonal_period': None, 'components': ['linear']}",[],no_event,ood_params,800
mean_shift,mean_shift,ood_params,ar,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([-0.17181003])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.005380572936331856), 'intercept': -0.13713884389332098, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.2360168209551756)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [356], 'shift_magnitudes': [np.float64(3.2514929772958165)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_params,800
variance_shift+trend_shift,"variance_shift,trend_shift",ood_params,ma,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([-0.75240646,  0.72298622,  0.01846054])}","{'background': 'single_seasonality+linear', 'slope': np.float64(0.007269937291163061), 'intercept': -0.3154013281460799, 'seasonal_period': 12, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(1.2018539917626725)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [704], 'shift_magnitudes': [2.314054690607296], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(96), np.int64(708)], 'shift_types': ['magnitude_change', 'direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.007269937291163061), 'intercept': -0.3154013281460799}}]",shift_shift,ood_params,800
mean_shift,mean_shift,ood_params,ma,none,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([-0.12756585,  0.64042641])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [436], 'shift_magnitudes': [np.float64(3.499741758682176)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_params,800
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",ood_params,ar,single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([ 0.27557055, -0.33576762])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(0.8991752539942747)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(450), np.int64(630)], 'shift_magnitudes': [np.float64(2.1872970223462525), np.float64(2.9502458736774697)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'end', 'starts': array([598]), 'ends': array([691]), 'lengths': [93], 'magnitudes': [np.float64(1.6225231798258821)], 'magnitude_strengths': [1.6963376406695811], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_params,800
mean_shift,mean_shift,ood_params,ar,linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([0.29152353, 0.1721567 , 0.29454849])}","{'background': 'linear', 'slope': np.float64(0.006311655193781718), 'intercept': -0.1916972336571604, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [617], 'shift_magnitudes': [np.float64(2.9211900981913956)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_params,800
collective_anomaly,collective_anomaly,ood_params,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([ 0.06678233,  0.33006309, -0.24964615]), 'ma_order': 2, 'ma_coefs': array([0.80830699, 0.36258002])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.0065882434915703475), 'intercept': 0.33524798830302716, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(2.4474615218875413)}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([228]), 'ends': array([317]), 'lengths': [89], 'magnitudes': [np.float64(3.2305765949896212)], 'magnitude_strengths': [1.925533643389972], 'wrapper_event_label': 'collective_anomaly'}]",single_event,ood_params,800
