scenario,events,split_mode,base_distribution,background,base_info,background_info,event_infos,scenario_group,dataset,length
variance_shift,variance_shift,train,ar,quadratic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.00654])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.5934077363726584), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(577)], 'shift_magnitudes': [2.551432144438489], 'wrapper_event_label': 'variance_shift'}]",single_event,train,800
variance_shift+trend_shift,"variance_shift,trend_shift",train,arma,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 5, 'ar_coefs': array([-0.33538783, -0.14699443,  0.09952531, -0.37569801, -0.00440444]), 'ma_order': 2, 'ma_coefs': array([-0.65028894, -0.09190352])}","{'background': 'single_seasonality+linear', 'slope': np.float64(0.0032065038020214123), 'intercept': -0.29703842954433524, 'seasonal_period': 52, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(2.0104649691716654)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(260), np.int64(416)], 'shift_magnitudes': [2.345815821649687, 2.3753343832184775], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [454], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.0032065038020214123), 'intercept': -0.29703842954433524}}]",shift_shift,train,800
mean_shift+variance_shift,"mean_shift,variance_shift",train,white_noise,single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 52, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.0825483964466716)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(520)], 'shift_magnitudes': [np.float64(3.0074387410083565)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(312), np.int64(468)], 'shift_magnitudes': [2.13738149390769, 2.6764645759710293], 'wrapper_event_label': 'variance_shift'}]",shift_shift,train,800
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",train,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(0.006158199581095449), 'intercept': 0.39623460141960976, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(672)], 'shift_magnitudes': [2.0491544814790386], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([480]), 'ends': array([572]), 'lengths': [92], 'magnitudes': [np.float64(3.821923292137206)], 'magnitude_strengths': [2.1354661352436377], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,800
mean_shift+trend_shift,"mean_shift,trend_shift",train,ar,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([-0.79740359,  0.18161847,  0.29670979])}","{'background': 'single_seasonality+linear', 'slope': np.float64(0.001954452723429393), 'intercept': -0.2191625600813848, 'seasonal_period': 24, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(1.0343650208646438)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(144)], 'shift_magnitudes': [np.float64(3.1883650815659292)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [436], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.001954452723429393), 'intercept': -0.2191625600813848}}]",shift_shift,train,800
mean_shift,mean_shift,train,arma,single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.83482527]), 'ma_order': 2, 'ma_coefs': array([-0.22922579,  0.3702098 ])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.5517520350673846)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(330)], 'shift_magnitudes': [np.float64(3.213524193017674)], 'wrapper_event_label': 'mean_shift'}]",single_event,train,800
variance_shift+point_anomaly,"variance_shift,point_anomaly",train,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.75954695]), 'ma_order': 3, 'ma_coefs': array([ 0.08409351,  0.49457898, -0.2785019 ])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.0037669070045368283), 'intercept': -0.17666701188272704, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.5605813647908262)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(120), np.int64(348)], 'shift_magnitudes': [2.4564114005777413, 2.4741769497207406], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([127]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,800
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",train,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(0.004056072504804741), 'intercept': 0.20630324343912465, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([532]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([465]), 'ends': array([516]), 'lengths': [51], 'magnitudes': [np.float64(-2.840791135528516)], 'magnitude_strengths': [1.5152054584722705], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,train,800
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",train,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([0.06096529, 0.79511283, 0.01512002])}","{'background': 'linear', 'slope': np.float64(-0.006446882788462121), 'intercept': -0.1647835815033466, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [441], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.006446882788462121), 'intercept': -0.1647835815033466}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([436]), 'ends': array([515]), 'lengths': [79], 'magnitudes': [np.float64(3.2266194062590583)], 'magnitude_strengths': [2.1049811596456443], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,800
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",train,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([-0.66596717, -0.72392366,  0.1811007 ]), 'ma_order': 5, 'ma_coefs': array([0.75196065, 0.43680838, 0.10596455, 0.27774521, 0.52423389])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.003487842139892564), 'intercept': -0.05936681637489183, 'seasonal_period': 24, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.9819078981781577)}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [414], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.003487842139892564), 'intercept': -0.05936681637489183}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([322]), 'ends': array([392]), 'lengths': [70], 'magnitudes': [np.float64(3.1141746974003457)], 'magnitude_strengths': [1.597762458735244], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,800
variance_shift,variance_shift,train,ar,quadratic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.53896223])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.8325575606349284), 'quadratic_sign': np.int64(1), 'quadratic_location': 'left'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(679)], 'shift_magnitudes': [2.903008121776669], 'wrapper_event_label': 'variance_shift'}]",single_event,train,800
mean_shift+point_anomaly,"mean_shift,point_anomaly",train,ma,quadratic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.33123497])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.6797014149476378), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center'}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(509)], 'shift_magnitudes': [np.float64(3.3083383316994412)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([699]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,800
point_anomaly,point_anomaly,train,arma,single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 4, 'ar_coefs': array([ 0.01260406, -0.20395224,  0.04455006, -0.77353912]), 'ma_order': 1, 'ma_coefs': array([0.66580975])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 12, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.062968670646587)}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([363]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,train,800
mean_shift+variance_shift,"mean_shift,variance_shift",train,arma,single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([ 0.06699312, -0.22375694, -0.78535411]), 'ma_order': 1, 'ma_coefs': array([0.18116445])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(2.2349888680598915)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(360)], 'shift_magnitudes': [np.float64(5.879599369446096)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(270)], 'shift_magnitudes': [2.0840557993815674], 'wrapper_event_label': 'variance_shift'}]",shift_shift,train,800
mean_shift+point_anomaly,"mean_shift,point_anomaly",train,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.02899398]), 'ma_order': 2, 'ma_coefs': array([-0.68151804, -0.00679509])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.0032576887093907093), 'intercept': 0.22359777542532788, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(0.7882477704254536)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(52)], 'shift_magnitudes': [np.float64(0.9580985721390672)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 9, 'anomaly_indices': array([ 71,  88, 122, 258, 287, 306, 314, 546, 581], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,800
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",train,white_noise,none,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(162)], 'shift_magnitudes': [2.9967633702628524], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([365]), 'ends': array([444]), 'lengths': [79], 'magnitudes': [np.float64(-0.9177955270360436)], 'magnitude_strengths': [2.390581965455673], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,800
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",train,ma,quadratic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([ 0.48400083, -0.56820833, -0.25810573])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.004376711921018), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'left'}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 7, 'anomaly_indices': array([386, 404, 441, 489, 678, 728, 762], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([324]), 'ends': array([370]), 'lengths': [46], 'magnitudes': [np.float64(-2.190755142516316)], 'magnitude_strengths': [1.185686445832582], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,train,800
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",train,ar,none,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 4, 'ar_coefs': array([ 0.86402015, -0.77209395,  0.28690739,  0.14854041])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(583)], 'shift_magnitudes': [np.float64(3.009955528295589)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([347]), 'ends': array([422]), 'lengths': [75], 'magnitudes': [np.float64(3.0051971608279606)], 'magnitude_strengths': [1.96121520213457], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,800
no_event,none,train,arma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.15896301]), 'ma_order': 1, 'ma_coefs': array([0.76210437])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.003615612314620046), 'intercept': -0.17322489676820474, 'seasonal_period': 30, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.211361545363944)}",[],no_event,train,800
no_event,none,train,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([-0.56252501,  0.50715104,  0.1498973 ])}","{'background': 'linear+single_seasonality', 'slope': np.float64(0.004737192872773545), 'intercept': 0.18186423379643235, 'seasonal_period': 52, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(2.009225834765854)}",[],no_event,train,800
mean_shift+variance_shift,"mean_shift,variance_shift",train,ma,none,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.40831532])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(572)], 'shift_magnitudes': [np.float64(3.1826646845578708)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(450)], 'shift_magnitudes': [2.102026693018294], 'wrapper_event_label': 'variance_shift'}]",shift_shift,train,800
collective_anomaly,collective_anomaly,train,ma,none,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([-0.00596071,  0.30473881])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([463]), 'ends': array([562]), 'lengths': [99], 'magnitudes': [np.float64(-2.188734652645037)], 'magnitude_strengths': [2.1770288100489035], 'wrapper_event_label': 'collective_anomaly'}]",single_event,train,800
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",train,white_noise,single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 12, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(0.8960160905541723)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(468)], 'shift_magnitudes': [1.5490678275882148], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([417]), 'ends': array([494]), 'lengths': [77], 'magnitudes': [np.float64(2.4616497047292243)], 'magnitude_strengths': [2.02472305391016], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,800
mean_shift+trend_shift,"mean_shift,trend_shift",train,ma,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 4, 'ma_coefs': array([-0.42841045, -0.01569964,  0.06300888,  0.55495606])}","{'background': 'single_seasonality+linear', 'slope': np.float64(0.004044649886062087), 'intercept': -0.4260642278660631, 'seasonal_period': 24, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(1.5226761746944988)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(456)], 'shift_magnitudes': [np.float64(3.19092923031098)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [397], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.004044649886062087), 'intercept': -0.4260642278660631}}]",shift_shift,train,800
mean_shift+trend_shift,"mean_shift,trend_shift",train,ma,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([ 0.2125231 , -0.08836831])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.002362844750430129), 'intercept': -0.2939102651592378, 'seasonal_period': 30, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.1427882717077267)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(150)], 'shift_magnitudes': [np.float64(3.50884581822342)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [333], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.002362844750430129), 'intercept': -0.2939102651592378}}]",shift_shift,train,800
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",train,white_noise,quadratic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.7088653136277134), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'left'}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(95), np.int64(541)], 'shift_magnitudes': [np.float64(3.2505913779996427), np.float64(2.447770592461626)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([377]), 'ends': array([422]), 'lengths': [45], 'magnitudes': [np.float64(1.7260905037307508)], 'magnitude_strengths': [2.034346363665811], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,800
variance_shift+trend_shift,"variance_shift,trend_shift",train,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 5, 'ar_coefs': array([ 0.22453562, -0.29101301,  0.04951362, -0.7062461 ,  0.52910656]), 'ma_order': 4, 'ma_coefs': array([-0.58949717,  0.11995675, -0.67301516,  0.59945664])}","{'background': 'linear', 'slope': np.float64(-0.0037526437125554825), 'intercept': 0.08063710640379362, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(497)], 'shift_magnitudes': [1.741906165932892], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [327], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.0037526437125554825), 'intercept': 0.08063710640379362}}]",shift_shift,train,800
point_anomaly,point_anomaly,train,arma,single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.29962926]), 'ma_order': 2, 'ma_coefs': array([0.61293021, 0.3625354 ])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 12, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.683150159661535)}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([538]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,train,800
collective_anomaly,collective_anomaly,train,arma,quadratic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([ 0.47260728, -0.04625574]), 'ma_order': 1, 'ma_coefs': array([0.04272544])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.7970305045427412), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center'}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([383]), 'ends': array([493]), 'lengths': [110], 'magnitudes': [np.float64(-2.03969929303459)], 'magnitude_strengths': [1.7124627823299443], 'wrapper_event_label': 'collective_anomaly'}]",single_event,train,800
variance_shift,variance_shift,train,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([-0.33060619, -0.0037771 , -0.51583082]), 'ma_order': 2, 'ma_coefs': array([0.76175664, 0.53586529])}","{'background': 'linear', 'slope': np.float64(-0.006695572657949012), 'intercept': -0.39044742469667937, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(331)], 'shift_magnitudes': [2.541575501409936], 'wrapper_event_label': 'variance_shift'}]",single_event,train,800
variance_shift+point_anomaly,"variance_shift,point_anomaly",train,white_noise,none,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(635)], 'shift_magnitudes': [1.936117254791211], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 13, 'anomaly_indices': array([ 25,  95, 118, 124, 247, 286, 331, 365, 366, 379, 381, 515, 570],
      dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,800
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",train,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(-0.006713437834161899), 'intercept': -0.33507957566934454, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([535]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([381]), 'ends': array([436]), 'lengths': [55], 'magnitudes': [np.float64(-2.595785616728636)], 'magnitude_strengths': [2.1229063519260487], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,train,800
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",train,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(-0.0042029380668653915), 'intercept': 0.3240121460194989, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(155)], 'shift_magnitudes': [2.1078625769698904], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([420]), 'ends': array([465]), 'lengths': [45], 'magnitudes': [np.float64(3.923341428793716)], 'magnitude_strengths': [1.7744828214750128], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,800
variance_shift,variance_shift,train,white_noise,quadratic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(0.5552060147371525), 'quadratic_sign': np.int64(1), 'quadratic_location': 'left'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(579)], 'shift_magnitudes': [1.959658053008362], 'wrapper_event_label': 'variance_shift'}]",single_event,train,800
