scenario,events,split_mode,base_distribution,background,base_info,background_info,event_infos,scenario_group,dataset,length
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_background,white_noise,cubic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(3.1306591935435892), 'cubic_sign': np.int64(-1)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [326], 'shift_magnitudes': [1.8169375521738351], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([367]), 'location': 'middle', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,800
mean_shift,mean_shift,ood_background,ar,volatility_background,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([-0.46891282, -0.71139048])}","{'background': 'volatility_background', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['volatility_background'], 'volatility_kind': 'garch', 'volatility_strength': np.float64(1.8689436912577293), 'volatility_info': {'type': 'volatility', 'subtype': 'GARCH', 'alpha': 0.44274960680336384, 'beta': 0.4810278462365086, 'omega': 0.33880638288206333}}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [238], 'shift_magnitudes': [np.float64(3.1783553402930482)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_background,800
no_event,none,ood_background,ma,volatility_background,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.49435822])}","{'background': 'volatility_background', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['volatility_background'], 'volatility_kind': 'garch', 'volatility_strength': np.float64(2.0048362122968015), 'volatility_info': {'type': 'volatility', 'subtype': 'GARCH', 'alpha': 0.46037136452263333, 'beta': 0.44675870071168344, 'omega': 0.3213202798066474}}",[],no_event,ood_background,800
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_background,ar,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([-0.65975106])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 52, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(3.1193132176339056), 'quadratic_sign': np.int64(1), 'quadratic_location': 'right', 'seasonal_amplitude': np.float64(3.6194858820969165)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [708], 'shift_magnitudes': [1.9606023295951636], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'end', 'starts': array([638]), 'ends': array([684]), 'lengths': [46], 'magnitudes': [np.float64(3.4186762100369386)], 'magnitude_strengths': [1.2480535619473987], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,800
trend_shift,trend_shift,ood_background,ma,volatility_background+linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([0.20545358, 0.48843507])}","{'background': 'volatility_background+linear', 'slope': np.float64(-0.007098798202638752), 'intercept': -0.24833596478284847, 'seasonal_period': None, 'components': ['volatility_background', 'linear'], 'volatility_kind': 'garch', 'volatility_strength': np.float64(2.0479032394935746), 'volatility_info': {'type': 'volatility', 'subtype': 'GARCH', 'alpha': 0.5167915722254137, 'beta': 0.38370568726899873, 'omega': 0.433009604078919}}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [620], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.007098798202638752), 'intercept': -0.24833596478284847}}]",single_event,ood_background,800
mean_shift+trend_shift,"mean_shift,trend_shift",ood_background,ar,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([ 0.10129827, -0.28007363])}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(0.009253929698817456), 'intercept': 0.49828546609246316, 'seasonal_period': [7, 12], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(0.8735618287955853), np.float64(0.9362452943282356)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [133], 'shift_magnitudes': [np.float64(2.5569271385767336)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [155], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.009253929698817456), 'intercept': 0.49828546609246316}}]",shift_shift,ood_background,800
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_background,arma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.50670493]), 'ma_order': 3, 'ma_coefs': array([0.51495153, 0.0505237 , 0.31505408])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.006589554203355822), 'intercept': 0.4332443272590065, 'seasonal_period': [30, 5], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(2.4537116617166137), np.float64(1.8996195379800684)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [421], 'shift_magnitudes': [2.0854551574687914], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([473]), 'location': 'middle', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,800
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_background,arma,volatility_background,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([-0.02883699,  0.2665565 ,  0.70437427]), 'ma_order': 4, 'ma_coefs': array([-0.45282025, -0.36519888,  0.47628727, -0.03426445])}","{'background': 'volatility_background', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['volatility_background'], 'volatility_kind': 'garch', 'volatility_strength': np.float64(2.7466535527628104), 'volatility_info': {'type': 'volatility', 'subtype': 'GARCH', 'alpha': 0.5256110539463261, 'beta': 0.39124956492287677, 'omega': 0.5459306231133985}}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 13, 'anomaly_indices': array([ 33,  40,  59, 168, 259, 399, 405, 437, 448, 462, 491, 593, 651],
      dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'end', 'starts': array([570]), 'ends': array([616]), 'lengths': [46], 'magnitudes': [np.float64(6.0452143523994435)], 'magnitude_strengths': [1.8489282100539395], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_background,800
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_background,white_noise,multiple_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [12, 30], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.6897856183460156), np.float64(1.1210336658323228)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [471], 'shift_magnitudes': [2.4957188260374608], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([383]), 'location': 'middle', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,800
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_background,arma,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 5, 'ar_coefs': array([-0.03286285,  0.40384748, -0.08467168, -0.84973245, -0.08106094]), 'ma_order': 3, 'ma_coefs': array([ 0.87255245, -0.03895221, -0.25674656])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(6.996910169827273), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'left', 'seasonal_amplitude': np.float64(11.499257727551633)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [409], 'shift_magnitudes': [2.9101612657818565], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 13, 'anomaly_indices': array([ 19, 101, 174, 462, 464, 496, 546, 555, 615, 630, 695, 725, 748],
      dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,800
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_background,white_noise,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 24, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(1.361612452226426), 'quadratic_sign': np.int64(1), 'quadratic_location': 'center', 'seasonal_amplitude': np.float64(1.7794066239110649)}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([620]), 'location': 'end', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'end', 'starts': array([663]), 'ends': array([758]), 'lengths': [95], 'magnitudes': [np.float64(3.5065268390527864)], 'magnitude_strengths': [1.932664581426271], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_background,800
point_anomaly,point_anomaly,ood_background,ma,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.11951565])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 52, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(1.6469474637818038), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'right', 'seasonal_amplitude': np.float64(3.0202824413589378)}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([697]), 'location': 'end', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,ood_background,800
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_background,arma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([-0.89474261, -0.36063815, -0.05559293]), 'ma_order': 2, 'ma_coefs': array([0.51526113, 0.79568128])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(0.01248817964384022), 'intercept': 0.22693840174645985, 'seasonal_period': [24, 5], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(4.102224851326343), np.float64(5.72413661831466)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [155], 'shift_magnitudes': [2.4601654429492354], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([96]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,800
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_background,ar,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([ 0.83682439, -0.82974412,  0.61364882])}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(-0.006540043754242588), 'intercept': -0.4313404214932569, 'seasonal_period': [30, 52], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(1.5240044754211157), np.float64(2.4651230927031387)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [618], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.006540043754242588), 'intercept': -0.4313404214932569}}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([673]), 'location': 'end', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,800
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",ood_background,ar,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([0.82901501, 0.10069011])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(0.011879446478078237), 'intercept': 0.3506641242140014, 'seasonal_period': [52, 12], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(2.8721227761374846), np.float64(4.558763816293499)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(396), np.int64(552)], 'shift_types': ['direction_change', 'direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.011879446478078237), 'intercept': 0.3506641242140014}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'end', 'starts': array([580]), 'ends': array([654]), 'lengths': [74], 'magnitudes': [np.float64(6.9891576652741865)], 'magnitude_strengths': [1.6311672817681915], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,800
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_background,ar,cubic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([-0.55813817])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(1.8806446776454147), 'cubic_sign': np.int64(1)}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([115]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([134]), 'ends': array([210]), 'lengths': [76], 'magnitudes': [np.float64(3.0873538487506718)], 'magnitude_strengths': [1.5765581744739792], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_background,800
trend_shift,trend_shift,ood_background,ar,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([-0.60521386, -0.08954134])}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(-0.007020005324442886), 'intercept': 0.06265174936110673, 'seasonal_period': [90, 30], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(2.0290233647969464), np.float64(2.0295630813592584)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'beginning', 'shift_indices': [np.int64(270), np.int64(600)], 'shift_types': ['direction_and_magnitude_change', 'magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.007020005324442886), 'intercept': 0.06265174936110673}}]",single_event,ood_background,800
point_anomaly,point_anomaly,ood_background,arma,multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 4, 'ar_coefs': array([-0.33433629,  0.01082532, -0.53397464, -0.29847999]), 'ma_order': 1, 'ma_coefs': array([0.36435377])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [24, 5], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.2907882398090411), np.float64(1.261808658410563)]}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 4, 'anomaly_indices': array([403, 682, 732, 764], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,ood_background,800
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_background,ma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.37342671])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.012197391901619534), 'intercept': -0.3826609294541694, 'seasonal_period': [30, 52], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.8074375058373273), np.float64(4.835041459994237)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [386], 'shift_magnitudes': [1.7921987945485398], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 10, 'anomaly_indices': array([ 29, 115, 302, 331, 461, 504, 534, 613, 735, 759], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,800
point_anomaly,point_anomaly,ood_background,ma,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([-0.45564207,  0.04274238])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 52, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(1.8378892753604155), 'quadratic_sign': np.int64(1), 'quadratic_location': 'right', 'seasonal_amplitude': np.float64(3.644034102146334)}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([400]), 'location': 'middle', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,ood_background,800
collective_anomaly,collective_anomaly,ood_background,ma,multiple_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.52006483])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [7, 30], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.3551418463779463), np.float64(1.7566927612452323)]}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([401]), 'ends': array([457]), 'lengths': [56], 'magnitudes': [np.float64(4.1630171374718445)], 'magnitude_strengths': [1.9358452031324331], 'wrapper_event_label': 'collective_anomaly'}]",single_event,ood_background,800
no_event,none,ood_background,arma,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.0707807]), 'ma_order': 3, 'ma_coefs': array([-0.03713263,  0.22089108,  0.67772997])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(1.6033675931964242), 'quadratic_sign': np.int64(1), 'quadratic_location': 'center', 'seasonal_amplitude': np.float64(3.297976125485655)}",[],no_event,ood_background,800
no_event,none,ood_background,white_noise,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(2.746698522057691), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'left', 'seasonal_amplitude': np.float64(4.691552486037907)}",[],no_event,ood_background,800
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",ood_background,ar,multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.50299293])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [12, 7], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.2477877391137218), np.float64(1.9927095042996879)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [623], 'shift_magnitudes': [np.float64(2.2233802671604845)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'end', 'starts': array([610]), 'ends': array([709]), 'lengths': [99], 'magnitudes': [np.float64(3.278968865903576)], 'magnitude_strengths': [1.6509120823268129], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,800
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_background,ma,volatility_background+linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 4, 'ma_coefs': array([-0.74125139,  0.14879369, -0.15020662, -0.10028831])}","{'background': 'volatility_background+linear', 'slope': np.float64(-0.010565543042859758), 'intercept': 0.26794840401604747, 'seasonal_period': None, 'components': ['volatility_background', 'linear'], 'volatility_kind': 'arch', 'volatility_strength': np.float64(1.1243739732748521), 'volatility_info': {'type': 'volatility', 'subtype': 'ARCH', 'alpha': 0.8232831917387229, 'omega': 0.12287931996811748}}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [360], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.010565543042859758), 'intercept': 0.26794840401604747}}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([463]), 'location': 'middle', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,800
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_background,ma,multiple_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([0.20711413, 0.11397962])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [90, 7], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(2.658405074193567), np.float64(1.2845085169500383)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [375], 'shift_magnitudes': [2.947213787871771], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([400]), 'ends': array([502]), 'lengths': [102], 'magnitudes': [np.float64(5.391907445620833)], 'magnitude_strengths': [1.6707592368135686], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,800
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_background,white_noise,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 24, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(1.3420169151431125), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'right', 'seasonal_amplitude': np.float64(2.1573399441128003)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [106], 'shift_magnitudes': [2.363824923343272], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([103]), 'ends': array([156]), 'lengths': [53], 'magnitudes': [np.float64(-2.170239643108955)], 'magnitude_strengths': [1.265189669942565], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,800
variance_shift,variance_shift,ood_background,ma,multiple_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 5, 'ma_coefs': array([-0.11186655,  0.40462192,  0.51743819, -0.27328827,  0.017644  ])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [52, 7], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(2.357746119659006), np.float64(2.0885605324919156)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [199], 'shift_magnitudes': [2.8650803682918413], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_background,800
mean_shift+trend_shift,"mean_shift,trend_shift",ood_background,white_noise,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(-0.01215555893717886), 'intercept': 0.43863069868313354, 'seasonal_period': [30, 52], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(1.373533934597306), np.float64(1.1388810440834967)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [682], 'shift_magnitudes': [np.float64(7.364944089572635)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [665], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.01215555893717886), 'intercept': 0.43863069868313354}}]",shift_shift,ood_background,800
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_background,ar,cubic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([0.01061763, 0.40745141])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(2.003659194659177), 'cubic_sign': np.int64(1)}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 2, 'anomaly_indices': array([127, 485], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'end', 'starts': array([673]), 'ends': array([748]), 'lengths': [75], 'magnitudes': [np.float64(3.5317985537727656)], 'magnitude_strengths': [2.2244549452197506], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_background,800
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",ood_background,ma,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([-0.12192939, -0.72122703])}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(0.0065480945927758735), 'intercept': -0.053647271340504954, 'seasonal_period': [5, 24], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(1.3105401770024405), np.float64(2.6524459179179014)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [134], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.0065480945927758735), 'intercept': -0.053647271340504954}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([81]), 'ends': array([158]), 'lengths': [77], 'magnitudes': [np.float64(-6.179851070426933)], 'magnitude_strengths': [2.299480723650217], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,800
